id,firstname,lastname,birth,nba,height,weight,college,affiliation,leagues
68,Avery,Bradley,"{'date': '1990-11-26', 'country': 'USA'}","{'start': 2010, 'pro': 11}","{'feets': '6', 'inches': '3', 'meters': '1.9'}","{'pounds': '180', 'kilograms': '81.6'}",Texas-Austin,Texas-Austin/USA,"{'standard': {'jersey': 20, 'active': True, 'pos': 'G'}}"
222,Tobias,Harris,"{'date': '1992-07-15', 'country': 'USA'}","{'start': 2011, 'pro': 10}","{'feets': '6', 'inches': '7', 'meters': '2.01'}","{'pounds': '226', 'kilograms': '102.5'}",Tennessee,Tennessee/USA,"{'standard': {'jersey': 12, 'active': True, 'pos': 'F'}}"
474,Mike,Scott,"{'date': '1988-07-16', 'country': 'USA'}","{'start': 2012, 'pro': 9}","{'feets': '6', 'inches': '7', 'meters': '2.01'}","{'pounds': '237', 'kilograms': '107.5'}",Virginia,Virginia/USA,"{'standard': {'jersey': 1, 'active': True, 'pos': 'F'}}"
206,JaMychal,Green,"{'date': '1990-06-21', 'country': 'USA'}","{'start': 2014, 'pro': 7}","{'feets': '6', 'inches': '8', 'meters': '2.03'}","{'pounds': '227', 'kilograms': '103.0'}",Alabama,Alabama/USA,"{'standard': {'jersey': 1, 'active': True, 'pos': 'F-C'}}"
700,Grant,Jerrett,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'standard': {'jersey': 34, 'active': False, 'pos': None}, 'vegas': {'jersey': 51, 'active': True, 'pos': 'F-C'}}"
1282,Bogdan,Bliznyuk,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'vegas': {'jersey': 27, 'active': True, 'pos': 'F'}}"
1604,Desi,Rodriguez,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'vegas': {'jersey': 19, 'active': True, 'pos': 'F'}}"
1654,Reggie,Upshaw,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'vegas': {'jersey': 36, 'active': True, 'pos': 'F'}}"
553,Lou,Williams,"{'date': '1986-10-27', 'country': 'USA'}","{'start': 2005, 'pro': 16}","{'feets': '6', 'inches': '2', 'meters': '1.88'}","{'pounds': '175', 'kilograms': '79.4'}",South Gwinnett HS (GA),South Gwinnett HS (GA)/USA,"{'standard': {'jersey': 6, 'active': True, 'pos': 'G'}}"
9,Cliff,Alexander,"{'date': '1995-11-16', 'country': 'United States'}","{'start': 2015, 'pro': 0}","{'feets': '6', 'inches': '8', 'meters': '2.03'}","{'pounds': '240', 'kilograms': '108.9'}",Kansas,,"{'standard': {'jersey': 34, 'active': False, 'pos': 'F'}, 'vegas': {'jersey': 36, 'active': True, 'pos': 'C'}}"
218,Montrezl,Harrell,"{'date': '1994-01-26', 'country': 'USA'}","{'start': 2015, 'pro': 6}","{'feets': '6', 'inches': '7', 'meters': '2.01'}","{'pounds': '240', 'kilograms': '108.9'}",Louisville,Louisville/USA,"{'standard': {'jersey': 5, 'active': True, 'pos': 'F-C'}}"
2112,Robert,Carter,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'vegas': {'jersey': 55, 'active': True, 'pos': 'F'}}"
575,Ivica,Zubac,"{'date': '1997-03-18', 'country': 'Croatia'}","{'start': 2016, 'pro': 5}","{'feets': '7', 'inches': '0', 'meters': '2.13'}","{'pounds': '240', 'kilograms': '108.9'}",Mega Basket,Mega Basket/Croatia,"{'standard': {'jersey': 40, 'active': True, 'pos': 'C'}}"
1532,David,Michineau,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'vegas': {'jersey': 27, 'active': True, 'pos': 'G'}, 'standard': {'jersey': None, 'active': True, 'pos': 'G'}}"
846,Johnathan,Motley,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'standard': {'jersey': 12, 'active': False, 'pos': None}, 'vegas': {'jersey': 6, 'active': True, 'pos': 'F'}}"
894,Derrick,Walton Jr.,"{'date': '1995-04-03', 'country': 'USA'}","{'start': 2017, 'pro': 2}","{'feets': '6', 'inches': '0', 'meters': '1.83'}","{'pounds': '185', 'kilograms': '83.9'}",Michigan,Michigan/USA,"{'standard': {'jersey': 10, 'active': True, 'pos': 'G'}, 'sacramento': {'jersey': 18, 'active': True, 'pos': 'G'}, 'vegas': {'jersey': 26, 'active': True, 'pos': 'G'}}"
792,Nigel,Hayes,"{'date': '1994-12-16', 'country': 'USA'}","{'start': 2017, 'pro': 1}","{'feets': '6', 'inches': '7', 'meters': '2.01'}","{'pounds': '254', 'kilograms': '115.2'}",Wisconsin,Wisconsin/USA,"{'standard': {'jersey': 40, 'active': True, 'pos': 'F'}, 'sacramento': {'jersey': 40, 'active': True, 'pos': 'F'}, 'vegas': {'jersey': 28, 'active': True, 'pos': 'F'}}"
1019,Jerome,Robinson,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'standard': {'jersey': 8, 'active': True, 'pos': 'G'}, 'vegas': {'jersey': 13, 'active': True, 'pos': 'G'}}"
1022,Landry,Shamet,"{'date': '1997-03-13', 'country': 'USA'}","{'start': 2018, 'pro': 3}","{'feets': '6', 'inches': '4', 'meters': '1.93'}","{'pounds': '190', 'kilograms': '86.2'}",Wichita State,Wichita State/USA,"{'standard': {'jersey': 14, 'active': True, 'pos': 'G'}, 'vegas': {'jersey': 5, 'active': True, 'pos': 'G'}}"
2110,Oshae,Brissett,"{'date': '1998-06-20', 'country': 'Canada'}","{'start': 2019, 'pro': 2}","{'feets': '6', 'inches': '7', 'meters': '2.01'}","{'pounds': '210', 'kilograms': '95.3'}",Syracuse,Syracuse/Canada,"{'vegas': {'jersey': 12, 'active': True, 'pos': 'F'}, 'standard': {'jersey': 12, 'active': True, 'pos': 'F-G'}}"
1809,Donte,Grantham,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'standard': {'jersey': None, 'active': False, 'pos': None}, 'vegas': {'jersey': 15, 'active': True, 'pos': 'F'}}"
1486,Terry,Larrier,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'vegas': {'jersey': 23, 'active': True, 'pos': 'F'}, 'utah': {'jersey': 23, 'active': True, 'pos': 'F'}, 'standard': {'jersey': 11, 'active': False, 'pos': None}}"
1071,Kaiser,Gates,"{'date': '1996-11-08', 'country': 'USA'}","{'start': 0, 'pro': 0}","{'feets': '6', 'inches': '7', 'meters': '2.01'}","{'pounds': '225', 'kilograms': '102.1'}",Xavier,Xavier/USA,"{'standard': {'jersey': 30, 'active': True, 'pos': 'F'}, 'vegas': {'jersey': 22, 'active': True, 'pos': 'F'}}"
1829,Isaac,Humphries,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'standard': {'jersey': 15, 'active': False, 'pos': None}, 'vegas': {'jersey': 37, 'active': True, 'pos': 'C'}}"
2115,Amir,Coffey,"{'date': '1997-06-17', 'country': 'USA'}","{'start': 2019, 'pro': 2}","{'feets': '6', 'inches': '7', 'meters': '2.01'}","{'pounds': '210', 'kilograms': '95.3'}",Minnesota,Minnesota/USA,"{'vegas': {'jersey': 7, 'active': True, 'pos': 'G-F'}, 'standard': {'jersey': 7, 'active': True, 'pos': 'G-F'}}"
1877,Terance,Mann,"{'date': '1996-10-18', 'country': 'USA'}","{'start': 2019, 'pro': 2}","{'feets': '6', 'inches': '5', 'meters': '1.96'}","{'pounds': '215', 'kilograms': '97.5'}",Florida State,Florida State/USA,"{'standard': {'jersey': 14, 'active': True, 'pos': 'G-F'}, 'vegas': {'jersey': 14, 'active': True, 'pos': 'G'}}"
2203,James,Palmer Jr.,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'vegas': {'jersey': 42, 'active': True, 'pos': 'G'}, 'standard': {'jersey': 12, 'active': False, 'pos': None}, 'utah': {'jersey': 42, 'active': True, 'pos': 'G'}}"
1873,Mfiondu,Kabengele,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'standard': {'jersey': 27, 'active': True, 'pos': 'C'}, 'vegas': {'jersey': 28, 'active': True, 'pos': 'F-C'}}"
2549,B.J.,Taylor,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'standard': {'jersey': 31, 'active': False, 'pos': None}}"
393,Joakim,Noah,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'standard': {'jersey': 55, 'active': True, 'pos': 'F-C'}}"
53,Patrick,Beverley,"{'date': '1988-07-12', 'country': 'USA'}","{'start': 2012, 'pro': 9}","{'feets': '6', 'inches': '1', 'meters': '1.85'}","{'pounds': '180', 'kilograms': '81.6'}",Arkansas,Arkansas/USA,"{'standard': {'jersey': 21, 'active': True, 'pos': 'G'}}"
189,Paul,George,"{'date': '1990-05-02', 'country': 'USA'}","{'start': 2010, 'pro': 11}","{'feets': '6', 'inches': '8', 'meters': '2.03'}","{'pounds': '220', 'kilograms': '99.8'}",Fresno State,Fresno State/USA,"{'standard': {'jersey': 13, 'active': True, 'pos': 'F'}}"
414,Patrick,Patterson,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'standard': {'jersey': 54, 'active': False, 'pos': None}}"
373,Marcus,Morris Sr.,"{'date': '1989-09-02', 'country': 'USA'}","{'start': 2011, 'pro': 10}","{'feets': '6', 'inches': '8', 'meters': '2.03'}","{'pounds': '218', 'kilograms': '98.9'}",Kansas,Kansas/USA,"{'standard': {'jersey': 8, 'active': True, 'pos': 'F'}}"
314,Kawhi,Leonard,"{'date': '1991-06-29', 'country': 'USA'}","{'start': 2011, 'pro': 10}","{'feets': '6', 'inches': '7', 'meters': '2.01'}","{'pounds': '225', 'kilograms': '102.1'}",San Diego State,San Diego State/USA,"{'standard': {'jersey': 2, 'active': True, 'pos': 'F'}}"
264,Reggie,Jackson,"{'date': '1990-04-16', 'country': 'USA'}","{'start': 2011, 'pro': 10}","{'feets': '6', 'inches': '2', 'meters': '1.88'}","{'pounds': '208', 'kilograms': '94.3'}",Boston College,Boston College/USA,"{'standard': {'jersey': 1, 'active': True, 'pos': 'G'}}"
217,Maurice,Harkless,"{'date': '1993-05-11', 'country': 'USA'}","{'start': 2012, 'pro': 9}","{'feets': '6', 'inches': '7', 'meters': '2.01'}","{'pounds': '220', 'kilograms': '99.8'}","St. John's, N.Y.",St. John's/USA,"{'standard': {'jersey': 7, 'active': False, 'pos': None}}"
206,JaMychal,Green,"{'date': '1990-06-21', 'country': 'USA'}","{'start': 2014, 'pro': 7}","{'feets': '6', 'inches': '8', 'meters': '2.03'}","{'pounds': '227', 'kilograms': '103.0'}",Alabama,Alabama/USA,"{'standard': {'jersey': 1, 'active': True, 'pos': 'F-C'}}"
354,Rodney,McGruder,"{'date': '1991-07-29', 'country': 'USA'}","{'start': 2016, 'pro': 5}","{'feets': '6', 'inches': '4', 'meters': '1.93'}","{'pounds': '205', 'kilograms': '93.0'}",Kansas State,Kansas State/USA,"{'standard': {'jersey': 17, 'active': True, 'pos': 'G'}}"
2339,Tramaine,Isabell,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'vegas': {'jersey': 38, 'active': True, 'pos': 'G'}}"
553,Lou,Williams,"{'date': '1986-10-27', 'country': 'USA'}","{'start': 2005, 'pro': 16}","{'feets': '6', 'inches': '2', 'meters': '1.88'}","{'pounds': '175', 'kilograms': '79.4'}",South Gwinnett HS (GA),South Gwinnett HS (GA)/USA,"{'standard': {'jersey': 6, 'active': True, 'pos': 'G'}}"
2780,DeMarcus,Cousins,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'standard': {'jersey': 16, 'active': False, 'pos': None}}"
598,Yogi,Ferrell,"{'date': '1993-05-09', 'country': 'USA'}","{'start': 2016, 'pro': 5}","{'feets': '6', 'inches': '0', 'meters': '1.83'}","{'pounds': '178', 'kilograms': '80.7'}",Indiana,Indiana/USA,"{'standard': {'jersey': 11, 'active': True, 'pos': 'G'}}"
575,Ivica,Zubac,"{'date': '1997-03-18', 'country': 'Croatia'}","{'start': 2016, 'pro': 5}","{'feets': '7', 'inches': '0', 'meters': '2.13'}","{'pounds': '240', 'kilograms': '108.9'}",Mega Basket,Mega Basket/Croatia,"{'standard': {'jersey': 40, 'active': True, 'pos': 'C'}}"
814,Luke,Kennard,"{'date': '1996-06-24', 'country': 'USA'}","{'start': 2017, 'pro': 4}","{'feets': '6', 'inches': '5', 'meters': '1.96'}","{'pounds': '206', 'kilograms': '93.4'}",Duke,Duke/USA,"{'standard': {'jersey': 5, 'active': True, 'pos': 'G'}, 'vegas': {'jersey': 5, 'active': True, 'pos': 'G'}}"
1908,Ky,Bowman,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'sacramento': {'jersey': None, 'active': True, 'pos': 'G'}, 'vegas': {'jersey': 18, 'active': True, 'pos': 'G'}, 'standard': {'jersey': None, 'active': False, 'pos': None}}"
2115,Amir,Coffey,"{'date': '1997-06-17', 'country': 'USA'}","{'start': 2019, 'pro': 2}","{'feets': '6', 'inches': '7', 'meters': '2.01'}","{'pounds': '210', 'kilograms': '95.3'}",Minnesota,Minnesota/USA,"{'vegas': {'jersey': 7, 'active': True, 'pos': 'G-F'}, 'standard': {'jersey': 7, 'active': True, 'pos': 'G-F'}}"
1877,Terance,Mann,"{'date': '1996-10-18', 'country': 'USA'}","{'start': 2019, 'pro': 2}","{'feets': '6', 'inches': '5', 'meters': '1.96'}","{'pounds': '215', 'kilograms': '97.5'}",Florida State,Florida State/USA,"{'standard': {'jersey': 14, 'active': True, 'pos': 'G-F'}, 'vegas': {'jersey': 14, 'active': True, 'pos': 'G'}}"
1873,Mfiondu,Kabengele,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'standard': {'jersey': 27, 'active': True, 'pos': 'C'}, 'vegas': {'jersey': 28, 'active': True, 'pos': 'F-C'}}"
2152,Rayjon,Tucker,"{'date': '1997-09-24', 'country': 'USA'}","{'start': 2019, 'pro': 2}","{'feets': '6', 'inches': '3', 'meters': '1.9'}","{'pounds': '209', 'kilograms': '94.8'}",Arkansas-Little Rock,Arkansas-Little Rock/USA,"{'vegas': {'jersey': 59, 'active': True, 'pos': 'G'}, 'standard': {'jersey': 59, 'active': True, 'pos': 'G'}}"
2631,Daniel,Oturu,"{'date': '1999-09-20', 'country': 'USA'}","{'start': 2020, 'pro': 1}","{'feets': '6', 'inches': '8', 'meters': '2.03'}","{'pounds': '240', 'kilograms': '108.9'}",Minnesota,Minnesota/USA,"{'standard': {'jersey': 10, 'active': True, 'pos': 'C'}, 'vegas': {'jersey': 65, 'active': True, 'pos': 'C'}}"
2641,Jay,Scrubb,"{'date': '2000-09-01', 'country': 'USA'}","{'start': 2020, 'pro': 1}","{'feets': '6', 'inches': '5', 'meters': '1.96'}","{'pounds': '220', 'kilograms': '99.8'}",John A. Logan,John A. Logan/USA,"{'standard': {'jersey': None, 'active': True, 'pos': 'G'}, 'vegas': {'jersey': None, 'active': True, 'pos': 'G'}}"
2586,Malik,Fitts,"{'date': '1997-07-04', 'country': 'USA'}","{'start': 2020, 'pro': 1}","{'feets': '6', 'inches': '5', 'meters': '1.96'}","{'pounds': '230', 'kilograms': '104.3'}",St. Mary's College,St. Mary's College/USA,"{'standard': {'jersey': 8, 'active': True, 'pos': 'F'}, 'vegas': {'jersey': 18, 'active': False, 'pos': None}}"
2588,Jordan,Ford,"{'date': '1998-05-26', 'country': 'USA'}","{'start': 0, 'pro': 0}","{'feets': '6', 'inches': '1', 'meters': '1.85'}","{'pounds': '175', 'kilograms': '79.4'}",St. Mary's College,St. Mary's College/USA,"{'standard': {'jersey': None, 'active': True, 'pos': 'G'}, 'vegas': {'jersey': 19, 'active': True, 'pos': 'G'}}"
455,Rajon,Rondo,"{'date': '1986-02-22', 'country': 'USA'}","{'start': 2006, 'pro': 15}","{'feets': '6', 'inches': '1', 'meters': '1.85'}","{'pounds': '180', 'kilograms': '81.6'}",Kentucky,Kentucky/USA,"{'standard': {'jersey': 1, 'active': True, 'pos': 'G'}}"
255,Serge,Ibaka,"{'date': '1989-09-18', 'country': 'Republic of the Congo'}","{'start': 2009, 'pro': 12}","{'feets': '6', 'inches': '10', 'meters': '2.08'}","{'pounds': '235', 'kilograms': '106.6'}",Ricoh Manresa,Ricoh Manresa/Republic of the Congo,"{'standard': {'jersey': 25, 'active': True, 'pos': 'F'}, 'africa': {'jersey': 9, 'active': True, 'pos': 'F-C'}}"
40,Nicolas,Batum,"{'date': '1988-12-14', 'country': 'France'}","{'start': 2008, 'pro': 13}","{'feets': '6', 'inches': '8', 'meters': '2.03'}","{'pounds': '230', 'kilograms': '104.3'}",Le Mans,Le Mans/France,"{'standard': {'jersey': 33, 'active': True, 'pos': 'G-F'}}"
53,Patrick,Beverley,"{'date': '1988-07-12', 'country': 'USA'}","{'start': 2012, 'pro': 9}","{'feets': '6', 'inches': '1', 'meters': '1.85'}","{'pounds': '180', 'kilograms': '81.6'}",Arkansas,Arkansas/USA,"{'standard': {'jersey': 21, 'active': True, 'pos': 'G'}}"
2781,DeMarcus ,Cousins,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'standard': {'jersey': 99, 'active': False, 'pos': None}}"
117,DeMarcus,Cousins,"{'date': '1990-08-13', 'country': 'USA'}","{'start': 2010, 'pro': 10}","{'feets': '6', 'inches': '10', 'meters': '2.08'}","{'pounds': '270', 'kilograms': '122.5'}",Kentucky,Kentucky/USA,"{'standard': {'jersey': 4, 'active': True, 'pos': 'C'}}"
189,Paul,George,"{'date': '1990-05-02', 'country': 'USA'}","{'start': 2010, 'pro': 11}","{'feets': '6', 'inches': '8', 'meters': '2.03'}","{'pounds': '220', 'kilograms': '99.8'}",Fresno State,Fresno State/USA,"{'standard': {'jersey': 13, 'active': True, 'pos': 'F'}}"
414,Patrick,Patterson,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'standard': {'jersey': 54, 'active': False, 'pos': None}}"
373,Marcus,Morris Sr.,"{'date': '1989-09-02', 'country': 'USA'}","{'start': 2011, 'pro': 10}","{'feets': '6', 'inches': '8', 'meters': '2.03'}","{'pounds': '218', 'kilograms': '98.9'}",Kansas,Kansas/USA,"{'standard': {'jersey': 8, 'active': True, 'pos': 'F'}}"
314,Kawhi,Leonard,"{'date': '1991-06-29', 'country': 'USA'}","{'start': 2011, 'pro': 10}","{'feets': '6', 'inches': '7', 'meters': '2.01'}","{'pounds': '225', 'kilograms': '102.1'}",San Diego State,San Diego State/USA,"{'standard': {'jersey': 2, 'active': True, 'pos': 'F'}}"
264,Reggie,Jackson,"{'date': '1990-04-16', 'country': 'USA'}","{'start': 2011, 'pro': 10}","{'feets': '6', 'inches': '2', 'meters': '1.88'}","{'pounds': '208', 'kilograms': '94.3'}",Boston College,Boston College/USA,"{'standard': {'jersey': 1, 'active': True, 'pos': 'G'}}"
558,Justise,Winslow,"{'date': '1996-03-26', 'country': 'USA'}","{'start': 2015, 'pro': 6}","{'feets': '6', 'inches': '6', 'meters': '1.98'}","{'pounds': '222', 'kilograms': '100.7'}",Duke,Duke/USA,"{'standard': {'jersey': 26, 'active': True, 'pos': 'F-G'}}"
434,Norman,Powell,"{'date': '1993-05-25', 'country': 'USA'}","{'start': 2015, 'pro': 6}","{'feets': '6', 'inches': '3', 'meters': '1.9'}","{'pounds': '215', 'kilograms': '97.5'}",UCLA,UCLA/USA,"{'standard': {'jersey': 24, 'active': True, 'pos': 'G'}}"
575,Ivica,Zubac,"{'date': '1997-03-18', 'country': 'Croatia'}","{'start': 2016, 'pro': 5}","{'feets': '7', 'inches': '0', 'meters': '2.13'}","{'pounds': '240', 'kilograms': '108.9'}",Mega Basket,Mega Basket/Croatia,"{'standard': {'jersey': 40, 'active': True, 'pos': 'C'}}"
814,Luke,Kennard,"{'date': '1996-06-24', 'country': 'USA'}","{'start': 2017, 'pro': 4}","{'feets': '6', 'inches': '5', 'meters': '1.96'}","{'pounds': '206', 'kilograms': '93.4'}",Duke,Duke/USA,"{'standard': {'jersey': 5, 'active': True, 'pos': 'G'}, 'vegas': {'jersey': 5, 'active': True, 'pos': 'G'}}"
784,Harry,Giles III,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'standard': {'jersey': 16, 'active': False, 'pos': None}, 'sacramento': {'jersey': 20, 'active': True, 'pos': 'F'}, 'vegas': {'jersey': 20, 'active': True, 'pos': 'F'}}"
978,Isaiah,Hartenstein,"{'date': '1998-05-05', 'country': 'Germany'}","{'start': 2018, 'pro': 3}","{'feets': '7', 'inches': '0', 'meters': '2.13'}","{'pounds': '250', 'kilograms': '113.4'}",Zalgiris,Zalgiris/Germany,"{'standard': {'jersey': 55, 'active': True, 'pos': 'C-F'}, 'vegas': {'jersey': 55, 'active': True, 'pos': 'C'}}"
